age,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,tenurecategory,performancescore,workloadindicator,department_Human Resources,department_Research & Development,department_Sales,jobrole_Healthcare Representative,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,Target
42,2,319,24,3,3,605,4,1,56,3,3,1,1,8.910045761473558,6950,1,1,21,4,4,1,10,5,2,2.302585092994046,2.1972245773362196,1.6094379124341003,2.0794415416798357,0,2.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
45,2,561,2,3,4,606,4,1,61,3,2,2,1,8.477412321404392,16177,0,0,19,3,2,1,9,3,4,2.0794415416798357,1.9459101490553132,1.0986122886681098,1.9459101490553132,0,2.5999999999999996,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
26,1,426,17,4,1,608,2,0,58,3,1,3,0,7.916078096302786,22808,0,1,11,3,2,1,8,2,2,1.9459101490553132,1.9459101490553132,0.0,-2.3025850929940455,1,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29,2,232,19,3,5,611,4,1,34,3,2,4,0,8.357493812658563,22645,4,0,12,3,2,2,8,2,4,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1,3.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
33,2,922,1,5,3,612,1,0,95,4,4,3,0,9.691778378847582,22578,4,0,19,3,3,1,10,2,3,1.791759469228055,0.0,-13.815510557964274,1.6094379124341003,1,3.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,2,688,7,3,1,613,3,1,44,2,3,4,0,9.355046592975441,25291,9,0,21,4,3,1,10,3,2,1.6094379124341003,1.3862943611198906,-13.815510557964274,0.0,1,3.4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
18,1,1306,5,3,2,614,2,1,69,3,1,2,2,7.537962659768208,8059,1,1,14,3,4,0,0,3,3,-2.3025850929940455,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.5999999999999996,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,0,1094,28,3,4,615,3,1,58,1,3,1,0,9.299449547047958,11373,3,0,15,3,3,1,20,2,3,0.0,-2.3025850929940455,-13.815510557964274,0.0,2,1.5999999999999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
41,0,509,2,4,4,616,1,0,62,2,2,3,2,8.826294231241318,2112,2,1,17,3,1,0,10,3,3,2.0794415416798357,1.9459101490553132,-13.815510557964274,1.9459101490553132,0,2.7,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,2,775,29,2,3,618,1,1,45,3,2,3,0,8.367764677924308,4267,5,0,12,3,1,2,8,5,3,-2.3025850929940455,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35,2,195,1,3,3,620,1,0,80,3,2,3,2,8.488587934405903,6698,1,0,16,3,4,0,5,3,3,1.6094379124341003,1.3862943611198906,-13.815510557964274,1.0986122886681098,1,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
34,2,258,21,4,1,621,4,1,74,4,2,4,2,8.582418976333944,19921,1,0,12,3,4,0,10,3,3,2.302585092994046,1.9459101490553132,1.6094379124341003,1.9459101490553132,0,3.7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
26,2,471,24,3,5,622,3,1,66,1,1,4,2,7.757906208351747,23213,1,1,18,3,2,0,1,3,1,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.8,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37,2,799,1,3,5,623,2,0,59,3,3,4,2,8.921457578947884,23848,4,0,17,3,4,0,12,3,4,1.791759469228055,1.6094379124341003,0.0,0.6931471805599453,1,3.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46,1,1034,18,1,3,624,1,0,86,3,3,3,1,9.261698664251325,8984,5,0,11,3,4,0,28,3,2,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,2,3.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,0,1474,11,4,4,631,4,1,60,4,2,3,1,8.456806041401142,23914,8,0,12,3,4,0,6,2,3,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,1,3.3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
24,1,535,24,3,3,632,4,1,38,3,1,4,1,7.783224016336037,5530,0,0,13,3,3,2,3,3,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2,3.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
38,2,1495,10,3,3,634,3,0,76,3,2,3,1,9.192583650386924,22174,3,0,19,3,3,1,18,4,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,2,446,1,4,1,635,2,0,65,3,2,2,1,8.77137018531062,15701,6,0,12,3,2,1,8,2,2,1.791759469228055,1.6094379124341003,1.3862943611198906,1.0986122886681098,1,2.5999999999999996,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
49,2,1245,18,4,1,638,4,1,58,2,5,3,0,9.878272303395065,2125,1,1,17,3,3,1,31,5,3,3.4339872044851463,2.1972245773362196,-13.815510557964274,2.1972245773362196,0,2.7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
24,2,691,23,3,3,639,2,1,89,4,1,4,1,7.9102237070973445,21630,1,1,11,3,2,2,6,3,3,1.791759469228055,1.6094379124341003,0.0,1.3862943611198906,1,3.7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
26,2,703,28,2,2,641,1,1,66,3,2,2,1,8.743850562030243,7428,1,0,20,4,4,2,6,5,4,1.6094379124341003,1.0986122886681098,0.0,1.3862943611198906,1,2.9,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
24,2,823,17,2,4,643,4,1,94,2,1,2,1,7.6624678152002375,9100,1,0,21,4,4,1,1,2,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.6,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,2,622,13,1,3,645,2,1,40,3,1,3,1,7.647786045440933,26376,1,0,11,3,3,0,7,1,3,1.9459101490553132,1.3862943611198906,-13.815510557964274,1.791759469228055,1,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
24,1,1287,7,3,1,647,1,0,55,3,1,3,1,7.9676267393338165,14168,1,1,16,3,4,1,6,4,3,1.791759469228055,1.0986122886681098,0.0,0.6931471805599453,1,3.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,1,448,12,4,1,648,2,1,74,2,1,1,1,7.617267813628347,14470,1,0,18,3,3,1,1,2,4,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,1.9,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34,2,254,1,2,1,649,2,1,83,2,1,4,1,8.19478163844336,22794,1,1,13,3,4,1,6,3,3,1.791759469228055,1.6094379124341003,0.0,1.0986122886681098,1,3.1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
31,2,1365,13,4,3,650,2,1,46,3,2,1,0,8.350666240520924,11512,2,0,17,3,3,0,9,2,1,1.0986122886681098,0.0,0.0,0.6931471805599453,1,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
35,2,538,25,2,4,652,1,1,54,2,2,4,2,8.210939733379021,14004,4,0,14,3,4,0,9,3,3,1.0986122886681098,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,3.1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2,525,6,4,3,653,1,1,66,4,2,4,0,8.605204068738951,6219,4,0,22,4,4,2,13,4,4,1.9459101490553132,1.9459101490553132,1.6094379124341003,1.9459101490553132,1,4.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
27,2,798,6,4,3,655,1,0,66,2,1,3,0,7.690286020676768,5013,0,0,12,3,3,2,6,5,2,1.6094379124341003,1.0986122886681098,-13.815510557964274,1.0986122886681098,1,2.7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
37,2,558,2,3,2,656,4,1,75,3,2,3,1,9.169726689090886,3010,4,1,11,3,3,1,17,3,2,1.0986122886681098,-2.3025850929940455,0.0,-2.3025850929940455,1,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
20,2,959,1,3,1,657,4,0,83,2,1,2,2,7.950149887652018,11757,1,0,13,3,4,0,1,0,4,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
42,2,622,2,4,1,659,3,0,81,3,2,4,1,8.316055720364643,5718,1,0,13,3,2,2,10,4,3,2.302585092994046,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,3.4,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,2,782,6,4,4,661,2,1,50,2,4,4,0,9.71878315904038,2671,4,1,14,3,3,1,21,3,2,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38,2,362,1,1,1,662,3,0,43,3,1,1,2,7.870547844507712,14561,3,0,17,3,4,0,8,3,2,-2.3025850929940455,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.1999999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
43,1,1001,9,5,3,663,4,1,72,3,2,3,0,8.644530439877432,19627,3,1,13,3,2,1,10,3,3,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.9459101490553132,0,3.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,2,1236,1,4,1,664,4,0,40,2,4,1,1,9.642252650099195,17997,7,0,11,3,1,1,21,3,1,1.0986122886681098,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,1.9,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44,2,1112,1,4,1,665,1,0,50,2,2,3,2,8.697011617992073,26894,4,0,11,3,2,0,10,1,4,0.6931471805599453,0.6931471805599453,-13.815510557964274,0.6931471805599453,2,2.7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,2,204,14,3,5,666,3,0,31,3,1,3,0,7.8551570058813445,2912,1,1,18,3,4,2,8,3,3,2.0794415416798357,0.6931471805599453,-13.815510557964274,1.791759469228055,0,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
27,2,1420,2,1,2,667,3,1,85,3,1,1,0,8.019941687677365,16346,0,0,11,3,2,1,5,3,3,1.3862943611198906,1.0986122886681098,-13.815510557964274,0.6931471805599453,1,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21,2,1343,22,1,5,669,3,1,49,3,1,3,2,8.145259566516865,24444,1,0,11,3,3,0,3,2,3,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
44,2,1315,3,4,4,671,4,1,35,3,5,4,1,9.878836189094999,9358,4,1,12,3,1,1,26,2,4,0.6931471805599453,0.6931471805599453,-13.815510557964274,0.0,2,3.4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
22,2,604,6,1,3,675,1,1,69,3,1,3,1,7.927685045615778,12145,0,0,20,4,4,0,3,3,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,3.3000000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33,2,1216,8,4,2,677,3,1,39,3,2,3,0,8.868413284672005,20431,0,0,12,3,4,0,6,3,3,1.6094379124341003,-2.3025850929940455,0.0,0.6931471805599453,1,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32,2,646,9,4,1,679,1,0,92,3,2,4,1,8.751790892775563,18089,1,1,12,3,4,1,6,2,2,1.791759469228055,1.3862943611198906,-13.815510557964274,1.6094379124341003,1,3.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30,1,160,3,3,3,680,3,0,71,3,1,3,0,7.641564441260972,22653,1,0,20,4,3,1,1,2,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.3000000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
45,1,306,26,4,1,684,1,0,100,3,2,1,1,8.363109176033522,5630,2,0,14,3,4,2,5,4,3,0.0,0.0,-13.815510557964274,-2.3025850929940455,2,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
26,2,991,6,3,1,686,3,0,71,3,1,4,1,7.88570539124302,17759,1,1,13,3,3,1,3,2,3,1.0986122886681098,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,3.4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2,1176,3,2,3,690,2,0,62,3,2,3,1,8.623533227187563,3487,1,0,14,3,1,1,6,5,2,1.791759469228055,-2.3025850929940455,0.0,0.6931471805599453,1,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
33,1,1296,6,3,1,692,3,1,30,3,2,4,0,8.952217101765946,5335,3,0,23,4,3,1,15,2,1,2.5649493574615367,2.3978952727983707,1.3862943611198906,1.9459101490553132,0,3.6999999999999997,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,2,913,9,2,3,699,2,1,48,2,2,2,0,9.087833697483386,13934,2,1,11,3,3,1,13,2,3,1.0986122886681098,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,2.3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
27,2,1115,3,4,3,700,1,1,54,2,1,4,2,7.623153068476902,15174,0,0,13,3,4,0,5,0,3,1.3862943611198906,0.6931471805599453,0.0,0.0,1,3.1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
20,2,1362,10,1,3,701,4,1,32,3,1,3,2,6.9167150203536085,26999,1,1,11,3,4,0,1,5,3,0.0,-2.3025850929940455,0.0,0.0,2,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
35,0,727,3,3,1,704,3,1,41,2,1,3,1,7.155396301896734,16900,1,0,18,3,3,2,1,3,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.7,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,2,885,4,3,3,705,1,1,58,4,1,1,1,7.9441374911141125,8544,2,0,16,3,1,1,5,3,4,1.0986122886681098,0.6931471805599453,-13.815510557964274,0.6931471805599453,1,2.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
25,2,810,8,3,1,707,4,1,57,4,2,2,1,8.486940148245216,15678,0,0,22,4,3,1,4,4,3,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,1,3.2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38,2,243,7,4,2,709,4,0,46,2,2,4,2,8.301025253838453,7791,0,0,20,4,1,0,8,2,3,1.9459101490553132,1.9459101490553132,-13.815510557964274,1.6094379124341003,1,3.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
29,1,806,1,4,1,710,2,1,76,1,1,4,0,7.908387159290043,18959,1,0,18,3,4,1,10,5,3,2.302585092994046,1.9459101490553132,0.6931471805599453,2.0794415416798357,0,2.8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
48,2,817,2,1,2,712,2,1,56,4,2,2,1,9.002085433155724,18597,3,0,12,3,4,0,12,3,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,2.9,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
27,1,1410,3,1,3,714,4,0,71,4,2,4,0,8.443977129084978,16673,1,1,20,4,2,2,6,3,3,1.791759469228055,1.6094379124341003,-13.815510557964274,1.3862943611198906,1,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
37,2,1225,10,2,1,715,4,1,80,4,1,4,2,8.451053388911692,15232,3,0,17,3,1,0,4,2,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
50,2,1207,28,1,3,716,4,1,74,4,1,3,1,8.0774471493312,3297,1,1,11,3,3,3,20,3,3,2.995732273553991,2.0794415416798357,1.0986122886681098,2.0794415416798357,0,3.3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,2,693,3,2,1,720,1,0,65,3,2,3,2,8.428799040653642,24785,9,0,14,3,1,0,4,3,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,-2.3025850929940455,2,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
32,2,929,10,3,2,722,4,1,55,3,2,4,2,8.593413217327646,21703,1,0,12,3,4,0,10,2,2,2.302585092994046,1.9459101490553132,-13.815510557964274,2.0794415416798357,0,3.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
50,1,562,8,2,5,723,2,1,50,3,2,3,1,8.824089482791823,23452,3,1,14,3,1,1,18,4,3,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,1,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
38,2,827,1,4,1,724,2,0,33,4,2,4,2,8.939187601475613,19383,0,0,13,3,3,0,10,4,2,2.1972245773362196,1.9459101490553132,0.0,2.0794415416798357,0,3.7,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,2,608,1,2,1,725,3,0,68,3,3,1,1,8.91085558740525,6009,1,0,11,3,4,0,9,3,3,2.1972245773362196,1.9459101490553132,-13.815510557964274,1.9459101490553132,0,2.1999999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
47,2,703,14,4,2,728,4,1,42,3,2,1,2,8.509161019718974,11825,2,0,12,3,4,0,20,2,3,1.9459101490553132,1.9459101490553132,0.0,1.9459101490553132,1,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40,1,580,5,4,1,729,4,1,48,2,3,1,1,9.25674674479034,23772,5,1,21,4,3,1,20,2,3,2.8903717578961645,2.5649493574615367,0.0,2.4849066497880004,0,2.2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
53,2,970,7,3,1,730,3,1,59,4,4,3,1,9.603327958573235,13514,3,0,19,3,3,0,32,3,3,1.6094379124341003,0.0,0.0,1.0986122886681098,1,3.3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
60,2,1179,16,4,2,732,1,1,84,3,2,1,2,8.595079730073309,11924,8,0,14,3,4,0,10,1,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,2.1999999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
27,1,294,10,2,1,733,4,1,32,3,3,1,0,9.081711229379001,4809,1,0,21,4,3,2,9,4,2,2.1972245773362196,1.9459101490553132,0.0,1.9459101490553132,0,2.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
41,2,314,1,3,0,734,4,1,59,2,5,3,1,9.862092477169742,19562,1,0,12,3,2,1,22,3,3,3.091042453358316,1.9459101490553132,0.6931471805599453,2.302585092994046,0,2.7,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
50,2,316,8,4,2,738,4,1,54,3,1,2,1,8.262300941787448,9983,7,0,15,3,4,1,4,2,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,2.5999999999999996,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,2,654,1,2,1,741,1,0,67,1,1,2,2,7.703459047867175,3872,7,1,13,3,4,0,10,4,3,1.9459101490553132,1.9459101490553132,1.0986122886681098,1.9459101490553132,1,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
36,0,427,8,3,1,742,1,0,63,4,3,1,1,9.368454615069874,20335,9,0,14,3,1,1,10,2,3,2.0794415416798357,1.9459101490553132,-13.815510557964274,1.6094379124341003,0,2.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38,2,168,1,3,1,743,3,0,81,3,3,3,2,8.969669103793757,15397,4,1,14,3,4,0,10,4,4,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
44,0,381,24,3,3,744,1,1,49,1,1,3,2,8.218247926685745,2104,2,0,14,3,3,0,9,5,3,1.6094379124341003,0.6931471805599453,0.0,1.3862943611198906,1,2.4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2,1396,10,3,1,749,3,1,99,3,1,3,2,7.879291485082271,2755,1,0,11,3,3,0,1,6,3,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42,1,933,19,3,3,752,3,1,57,4,1,3,0,7.922623574217286,20366,6,1,12,3,4,0,7,2,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,3.3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
43,1,775,15,3,1,754,4,1,47,2,2,4,1,8.825265953515752,23683,3,0,18,3,3,1,7,5,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,3.1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
34,2,970,8,2,3,757,2,0,96,3,2,3,2,8.722905701000768,7360,3,0,11,3,4,0,10,2,3,1.6094379124341003,0.0,1.3862943611198906,1.0986122886681098,1,3.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,2,650,9,1,3,758,2,1,37,3,1,1,1,7.824046010856292,4344,1,0,14,3,4,1,5,2,4,1.3862943611198906,1.0986122886681098,-13.815510557964274,0.6931471805599453,1,2.1999999999999997,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,2,141,3,3,0,760,3,0,44,4,2,2,1,8.762333040602343,18767,9,0,15,3,3,1,12,3,1,2.0794415416798357,1.0986122886681098,1.0986122886681098,1.791759469228055,0,2.9,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,2,832,9,3,3,762,3,1,81,3,4,4,1,9.314970621054266,20420,7,0,11,3,3,0,30,1,2,2.302585092994046,1.9459101490553132,0.0,0.0,0,3.4,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,2,804,2,1,3,763,4,0,86,2,1,4,2,7.758760544157663,22929,0,1,20,4,4,0,5,2,2,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,1,3.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
27,2,975,7,3,3,764,4,0,55,2,2,1,2,8.826294231241318,23398,8,0,19,3,1,0,9,2,1,1.9459101490553132,1.791759469228055,-13.815510557964274,1.9459101490553132,1,1.9,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2,1090,10,3,2,766,4,1,83,3,1,2,0,7.739359202689098,17967,1,0,14,3,4,2,2,2,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,2.5999999999999996,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
53,2,346,6,3,1,769,4,1,86,3,2,4,2,7.803843303538772,10919,2,0,17,3,4,0,19,4,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2,3.4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0,1225,2,4,1,771,4,0,61,3,2,1,0,8.535622326884605,4761,2,0,11,3,1,1,16,2,4,0.0,-2.3025850929940455,-13.815510557964274,-2.3025850929940455,2,2.1999999999999997,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
